variable,question,label,bank,section,touchpoint,subgroup,role,scale_max,include,n_terisi,ada_di_data,scale_type,pair_key
T_CA2_15,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah).3,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_CA1_15,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah).2,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_CA2_12,Tidak mengobrol dengan rekan kerja.2,Tidak mengobrol dengan rekan kerja,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|tidakmengobroldenganrekankerja|0
T_CA1_12,Tidak mengobrol dengan rekan kerja.1,Tidak mengobrol dengan rekan kerja,XYZ,Service Experience,Customer Advisor,Pelayanan Umum,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|tidakmengobroldenganrekankerja|0
T_CA2_13,CA berpenampilan rapi dan menarik.1,CA berpenampilan rapi dan menarik,XYZ,Service Experience,Customer Advisor,Penampilan,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|caberpenampilanrapidanmenarik|0
T_CA1_13,CA berpenampilan rapi dan menarik,CA berpenampilan rapi dan menarik,XYZ,Service Experience,Customer Advisor,Penampilan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|caberpenampilanrapidanmenarik|0
T_CA2_16,CA mengucapkan salam saat menyambut dan mengakhiri layanan.1,CA mengucapkan salam saat menyambut dan mengakhiri layanan,XYZ,Service Experience,Customer Advisor,Sikap & Keramahan,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|camengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_CA1_16,CA mengucapkan salam saat menyambut dan mengakhiri layanan,CA mengucapkan salam saat menyambut dan mengakhiri layanan,XYZ,Service Experience,Customer Advisor,Sikap & Keramahan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|camengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_CA2_1,CA ramah selama melayani (tersenyum dan tidak jutek selama melayani).1,CA ramah selama melayani (tersenyum dan tidak jutek selama melayani),XYZ,Service Experience,Customer Advisor,Sikap & Keramahan,Atribut,6,1,70,Ya,SATISFACTION,Customer Advisor|XYZ|caramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_CA1_1,CA ramah selama melayani (tersenyum dan tidak jutek selama melayani),CA ramah selama melayani (tersenyum dan tidak jutek selama melayani),XYZ,Service Experience,Customer Advisor,Sikap & Keramahan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|caramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_CA2_14,Menunjukkan keinginan untuk membantu nasabah.2,Menunjukkan keinginan untuk membantu nasabah,XYZ,Service Experience,Customer Advisor,Sikap & Keramahan,Atribut,6,1,68,Ya,SATISFACTION,Customer Advisor|XYZ|menunjukkankeinginanuntukmembantunasabah|0
T_CA1_14,Menunjukkan keinginan untuk membantu nasabah.1,Menunjukkan keinginan untuk membantu nasabah,XYZ,Service Experience,Customer Advisor,Sikap & Keramahan,Importance,6,1,72,Ya,IMPORTANCE,Customer Advisor|XYZ|menunjukkankeinginanuntukmembantunasabah|0
T_SL2_6,Digital Signage dapat berfungsi dengan baik.1,Digital Signage dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|digitalsignagedapatberfungsidenganbaik|0
T_SL1_6,Digital Signage dapat berfungsi dengan baik,Digital Signage dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|digitalsignagedapatberfungsidenganbaik|0
T_SL2_10,Pinpad dapat berfungsi dengan baik.2,Pinpad dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,70,Ya,SATISFACTION,Service Electronics|XYZ|pinpaddapatberfungsidenganbaik|0
T_SL1_10,Pinpad dapat berfungsi dengan baik,Pinpad dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|pinpaddapatberfungsidenganbaik|0
T_SL2_12,Pinpad dapat berfungsi dengan baik.3,Pinpad dapat berfungsi dengan baik (2),XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|pinpaddapatberfungsidenganbaik|1
T_SL1_12,Pinpad dapat berfungsi dengan baik.1,Pinpad dapat berfungsi dengan baik (2),XYZ,Service Experience,Service Electronics,Keandalan,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|pinpaddapatberfungsidenganbaik|1
T_SL2_8,Smart Table dapat berfungsi dengan baik.1,Smart Table dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,72,Ya,SATISFACTION,Service Electronics|XYZ|smarttabledapatberfungsidenganbaik|0
T_SL1_8,Smart Table dapat berfungsi dengan baik,Smart Table dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|smarttabledapatberfungsidenganbaik|0
T_SL2_4,XYZ Santer dapat berfungsi dengan baik.1,XYZ Santer dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|xyzsanterdapatberfungsidenganbaik|0
T_SL1_4,XYZ Santer dapat berfungsi dengan baik,XYZ Santer dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|xyzsanterdapatberfungsidenganbaik|0
T_SL2_14,Mesin CRM dapat berfungsi dengan baik.1,Mesin CRM dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,70,Ya,SATISFACTION,Service Electronics|XYZ|mesincrmdapatberfungsidenganbaik|0
T_SL1_14,Mesin CRM dapat berfungsi dengan baik,Mesin CRM dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|mesincrmdapatberfungsidenganbaik|0
T_SL2_16,Mesin TCR dapat berfungsi dengan baik.1,Mesin TCR dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|mesintcrdapatberfungsidenganbaik|0
T_SL1_16,Mesin TCR dapat berfungsi dengan baik,Mesin TCR dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|mesintcrdapatberfungsidenganbaik|0
T_SL2_13,"Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM yang memiliki fungsi ATM Tarikan Tunai, ATM Non Tunai, dan ATM Setoran Tunai).1","Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM yang memiliki fungsi ATM Tarikan Tunai, ATM Non Tunai, dan ATM Setoran Tunai)",XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,72,Ya,SATISFACTION,Service Electronics|XYZ|terdapatmesincrmpadakantorcabangcrmadalahmesinatmyangmemilikifungsiatmtarikantunaiatmnontunaidanatmsetorantunai|0
T_SL1_13,"Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM yang memiliki fungsi ATM Tarikan Tunai, ATM Non Tunai, dan ATM Setoran Tunai)","Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM yang memiliki fungsi ATM Tarikan Tunai, ATM Non Tunai, dan ATM Setoran Tunai)",XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatmesincrmpadakantorcabangcrmadalahmesinatmyangmemilikifungsiatmtarikantunaiatmnontunaidanatmsetorantunai|0
T_SL2_15,Terdapat mesin TCR pada kantor cabang (TCR adalah mesin setor tunai di mana nasabah dapat melakukan setoran tunai secara mandiri di area toonbank teller).1,Terdapat mesin TCR pada kantor cabang (TCR adalah mesin setor tunai di mana nasabah dapat melakukan setoran tunai secara mandiri di area toonbank teller),XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,69,Ya,SATISFACTION,Service Electronics|XYZ|terdapatmesintcrpadakantorcabangtcradalahmesinsetortunaidimananasabahdapatmelakukansetorantunaisecaramandiridiareatoonbankteller|0
T_SL1_15,Terdapat mesin TCR pada kantor cabang (TCR adalah mesin setor tunai di mana nasabah dapat melakukan setoran tunai secara mandiri di area toonbank teller),Terdapat mesin TCR pada kantor cabang (TCR adalah mesin setor tunai di mana nasabah dapat melakukan setoran tunai secara mandiri di area toonbank teller),XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatmesintcrpadakantorcabangtcradalahmesinsetortunaidimananasabahdapatmelakukansetorantunaisecaramandiridiareatoonbankteller|0
T_SL2_17,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SARANA ELEKTRONIK LAYANAN bank","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SARANA ELEKTRONIK LAYANAN bank",XYZ,Service Experience,Service Electronics,Overall,Overall,6,1,72,Ya,SATISFACTION,
T_SL2_2,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah.1,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|camenggunakansmarttabketikamenjelaskankepadanasabah|0
T_SL1_2,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|camenggunakansmarttabketikamenjelaskankepadanasabah|0
T_SL2_5,Terdapat Digital Signage pada kantor cabang.1,Terdapat Digital Signage pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|terdapatdigitalsignagepadakantorcabang|0
T_SL1_5,Terdapat Digital Signage pada kantor cabang,Terdapat Digital Signage pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatdigitalsignagepadakantorcabang|0
T_SL2_9,Terdapat Pinpad pada area kerja CS.1,Terdapat Pinpad pada area kerja CS,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya,SATISFACTION,Service Electronics|XYZ|terdapatpinpadpadaareakerjacs|0
T_SL1_9,Terdapat Pinpad pada area kerja CS,Terdapat Pinpad pada area kerja CS,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatpinpadpadaareakerjacs|0
T_SL2_11,Terdapat Pinpad pada area kerja Teller.1,Terdapat Pinpad pada area kerja Teller,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya,SATISFACTION,Service Electronics|XYZ|terdapatpinpadpadaareakerjateller|0
T_SL1_11,Terdapat Pinpad pada area kerja Teller,Terdapat Pinpad pada area kerja Teller,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatpinpadpadaareakerjateller|0
T_SL2_1,Terdapat Smart Tab pada kantor cabang.1,Terdapat Smart Tab pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya,SATISFACTION,Service Electronics|XYZ|terdapatsmarttabpadakantorcabang|0
T_SL1_1,Terdapat Smart Tab pada kantor cabang,Terdapat Smart Tab pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatsmarttabpadakantorcabang|0
T_SL2_7,Terdapat Smart Table pada kantor cabang.1,Terdapat Smart Table pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,71,Ya,SATISFACTION,Service Electronics|XYZ|terdapatsmarttablepadakantorcabang|0
T_SL1_7,Terdapat Smart Table pada kantor cabang,Terdapat Smart Table pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatsmarttablepadakantorcabang|0
T_SL2_3,Terdapat XYZ Santer pada kantor cabang.1,Terdapat XYZ Santer pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,70,Ya,SATISFACTION,Service Electronics|XYZ|terdapatxyzsanterpadakantorcabang|0
T_SL1_3,Terdapat XYZ Santer pada kantor cabang,Terdapat XYZ Santer pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Importance,6,1,72,Ya,IMPORTANCE,Service Electronics|XYZ|terdapatxyzsanterpadakantorcabang|0
T_AT3_12,Antrian di mesin ATM tidak panjang - kompetitor,Antrian di mesin ATM tidak panjang,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|antriandimesinatmtidakpanjang|0
T_AT3_42,Disediakan nomor call center di mesin ATM yang bisa dihubungi - kompetitor,Disediakan nomor call center di mesin ATM yang bisa dihubungi,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|disediakannomorcallcenterdimesinatmyangbisadihubungi|0
T_AT3_3,Mesin ATMnya mudah ditemui dimana-mana - kompetitor,Mesin ATMnya mudah ditemui dimana-mana,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,522,Ya,SATISFACTION,ATM|Kompetitor|mesinatmnyamudahditemuidimanamana|0
T_AT3_48,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN - kompetitor,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,522,Ya,SATISFACTION,ATM|Kompetitor|terdapattutuppengamandiatastombolkeypaduntukmenjagakerahasiaannasabahsaatmemasukkanpin|0
T_AT3_11,Antrian di mesin ATM tidak panjang - XYZ,Antrian di mesin ATM tidak panjang,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1596,Ya,SATISFACTION,ATM|XYZ|antriandimesinatmtidakpanjang|0
T_AT2_4,Antrian di mesin ATM tidak panjang,Antrian di mesin ATM tidak panjang,XYZ,ATM Experience,ATM,ATM Umum,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|antriandimesinatmtidakpanjang|0
T_AT3_41,Disediakan nomor call center di mesin ATM yang bisa dihubungi - XYZ,Disediakan nomor call center di mesin ATM yang bisa dihubungi,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1595,Ya,SATISFACTION,ATM|XYZ|disediakannomorcallcenterdimesinatmyangbisadihubungi|0
T_AT2_14,Disediakan nomor call center di mesin ATM yang bisa dihubungi,Disediakan nomor call center di mesin ATM yang bisa dihubungi,XYZ,ATM Experience,ATM,ATM Umum,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|disediakannomorcallcenterdimesinatmyangbisadihubungi|0
T_AT3_2,Mesin ATMnya mudah ditemui dimana-mana - XYZ,Mesin ATMnya mudah ditemui dimana-mana,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1596,Ya,SATISFACTION,ATM|XYZ|mesinatmnyamudahditemuidimanamana|0
T_AT2_1,Mesin ATMnya mudah ditemui dimana-mana,Mesin ATMnya mudah ditemui dimana-mana,XYZ,ATM Experience,ATM,ATM Umum,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|mesinatmnyamudahditemuidimanamana|0
T_AT3_47,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN - XYZ,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1594,Ya,SATISFACTION,ATM|XYZ|terdapattutuppengamandiatastombolkeypaduntukmenjagakerahasiaannasabahsaatmemasukkanpin|0
T_AT2_16,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN,XYZ,ATM Experience,ATM,ATM Umum,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|terdapattutuppengamandiatastombolkeypaduntukmenjagakerahasiaannasabahsaatmemasukkanpin|0
T_AT3_9,"Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian - kompetitor","Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian",Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,518,Ya,SATISFACTION,ATM|Kompetitor|fiturfituryangadadimesinatmlengkappembayaranberbagaimacamtagihantransferantarbankdanpembelian|0
T_AT3_6,"Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai) - kompetitor","Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai)",Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|ketersediaanberbagaijenisatmtunaisetortunainontunai|0
T_AT3_54,Memiliki persediaan uang yang cukup - kompetitor,Memiliki persediaan uang yang cukup,Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|memilikipersediaanuangyangcukup|0
T_AT3_27,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000) - kompetitor,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000),Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|menyediakanatmdenganberbagaipilihanpecahannominalrp50000rp100000|0
T_AT3_8,"Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian - XYZ","Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian",XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1595,Ya,SATISFACTION,ATM|XYZ|fiturfituryangadadimesinatmlengkappembayaranberbagaimacamtagihantransferantarbankdanpembelian|0
T_AT2_3,"Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian","Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian",XYZ,ATM Experience,ATM,Fitur & Transaksi,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|fiturfituryangadadimesinatmlengkappembayaranberbagaimacamtagihantransferantarbankdanpembelian|0
T_AT3_5,"Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai) - XYZ","Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai)",XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1593,Ya,SATISFACTION,ATM|XYZ|ketersediaanberbagaijenisatmtunaisetortunainontunai|0
T_AT2_2,"Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai)","Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai)",XYZ,ATM Experience,ATM,Fitur & Transaksi,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|ketersediaanberbagaijenisatmtunaisetortunainontunai|0
T_AT3_53,Memiliki persediaan uang yang cukup - XYZ,Memiliki persediaan uang yang cukup,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1595,Ya,SATISFACTION,ATM|XYZ|memilikipersediaanuangyangcukup|0
T_AT2_18,Memiliki persediaan uang yang cukup,Memiliki persediaan uang yang cukup,XYZ,ATM Experience,ATM,Fitur & Transaksi,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|memilikipersediaanuangyangcukup|0
T_AT3_26,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000) - XYZ,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000),XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1596,Ya,SATISFACTION,ATM|XYZ|menyediakanatmdenganberbagaipilihanpecahannominalrp50000rp100000|0
T_AT2_9,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000),Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000),XYZ,ATM Experience,ATM,Fitur & Transaksi,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|menyediakanatmdenganberbagaipilihanpecahannominalrp50000rp100000|0
T_AT3_21,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi) - kompetitor,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi),Kompetitor,ATM Experience,ATM,Keamanan,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|mesinatmnyaberadadilokasiyangamanbukanditempatyangsepi|0
T_AT3_15,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti - kompetitor,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti,Kompetitor,ATM Experience,ATM,Keamanan,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|sayamerasaamanketikabertransaksimenggunakanatmkarenadilengkapidengancctvadasekuriti|0
T_AT3_33,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan - kompetitor,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan,Kompetitor,ATM Experience,ATM,Keamanan,Atribut,6,0,519,Ya,SATISFACTION,ATM|Kompetitor|selalumemintapinsetiapkalibergantitransaksiuntukmenjaminkeamanan|0
T_AT3_20,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi) - XYZ,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi),XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1596,Ya,SATISFACTION,ATM|XYZ|mesinatmnyaberadadilokasiyangamanbukanditempatyangsepi|0
T_AT2_7,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi),Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi),XYZ,ATM Experience,ATM,Keamanan,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|mesinatmnyaberadadilokasiyangamanbukanditempatyangsepi|0
T_AT3_14,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti - XYZ,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1597,Ya,SATISFACTION,ATM|XYZ|sayamerasaamanketikabertransaksimenggunakanatmkarenadilengkapidengancctvadasekuriti|0
T_AT2_5,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti,XYZ,ATM Experience,ATM,Keamanan,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|sayamerasaamanketikabertransaksimenggunakanatmkarenadilengkapidengancctvadasekuriti|0
T_AT3_32,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan - XYZ,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1597,Ya,SATISFACTION,ATM|XYZ|selalumemintapinsetiapkalibergantitransaksiuntukmenjaminkeamanan|0
T_AT2_11,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan,XYZ,ATM Experience,ATM,Keamanan,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|selalumemintapinsetiapkalibergantitransaksiuntukmenjaminkeamanan|0
T_AT3_36,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya - kompetitor,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|kartuatmnyabisadigunakandiatmbersamadanjaringanatmlainnya|0
T_AT3_30,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja - kompetitor,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,520,Ya,SATISFACTION,ATM|Kompetitor|kartuatmnyadapatdigunakanuntukbertransaksidanberbelanja|0
T_AT3_39,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM - kompetitor,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|memilikialarmyangmengingatkanjikakartuatmbelumdiambildarimesinatm|0
T_AT3_18,"Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia) - kompetitor","Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia)",Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,521,Ya,SATISFACTION,ATM|Kompetitor|mesinatmdapatberfungsidenganbaikketikaakandigunakantidakseringerrorofflinestrukselalutersedia|0
T_AT3_35,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya - XYZ,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1597,Ya,SATISFACTION,ATM|XYZ|kartuatmnyabisadigunakandiatmbersamadanjaringanatmlainnya|0
T_AT2_12,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya,XYZ,ATM Experience,ATM,Keandalan Mesin,Importance,6,1,1598,Ya,IMPORTANCE,ATM|XYZ|kartuatmnyabisadigunakandiatmbersamadanjaringanatmlainnya|0
T_AT3_29,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja - XYZ,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1597,Ya,SATISFACTION,ATM|XYZ|kartuatmnyadapatdigunakanuntukbertransaksidanberbelanja|0
